OBJECTID,ZONING_WEB_URL,ZONING_CHANGE_NARRATIVE,ZONING_STATUS,ZONING_LABEL,ZONE_DESCRIPTION,OLD_ZONING,ZONE_DISTRICT,GLOBALID,ZONING,SHAPEAREA,SHAPELEN
152159,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-26/,"Official Digital Zoning Map of July 1, 2010",Final,MU-26,Permits moderate density mixed-use development in the vicinity of the U.S. Capitol,CAP/CHC/C-2-A,Mixed-Use Zone,,,0,0
152160,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-4/,"Official Digital Zoning Map of July 1, 2010",Final,MU-4,Permits medium density residential and non-residential buildings,DD/C-2-A,Mixed-Use Zone,,,0,0
152221,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152222,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152223,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152224,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152225,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152220,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152090,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-23/,"Official Digital Zoning Map of July 1, 2010",Final,MU-23,Permits medium density areas with an emphasis on residential use in the vicinity of the U.S. Capitol,CAP/SP-2,Mixed-Use Zone,,,0,0
152091,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-6/,"Official Digital Zoning Map of July 1, 2010",Final,NC-6,Permits mixed-use development at a medium density,ES/C-3-A,Neighborhood Mixed-Use Zone,,,0,0
152092,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-24/,"Official Digital Zoning Map of July 1, 2010",Final,MU-24,Permits moderate density mixed-use development in the vicinity of the U.S. Capitol,CAP/C-2-A,Mixed-Use Zone,,,0,0
152093,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-29/,"Official Digital Zoning Map of July 1, 2010",Final,MU-29,Permits medium to high density development with a balance of uses,FT/CR,Mixed-Use Zone,,,0,0
152094,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/mixed-use-uptown-arts/arts-2/,"Official Digital Zoning Map of July 1, 2010",Final,ARTS-2,"Permits medium density, compact mixed use development with an emphasis on residential development",ARTS/C-2-B,Special Purpose Zone,,,0,0
152095,http://handbook.dcoz.dc.gov/zones/production-distribution-and-repair/pdr-7/,"Official Digital Zoning Map of July 1, 2010",Final,PDR-7,"Permits high density commerical and PDR activities requiring some heavy machinery, minmizing non-industrial uses and protects views from Fort Totten",FT/M,"Production, Distribution, and Repair Zone",,,0,0
152161,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-10/,"Official Digital Zoning Map of July 1, 2010",Final,NC-10,Permits mixed-use development at a moderate to medium density with an emphasis on residential uses,HS-H/C-2-B,Neighborhood Mixed-Use Zone,,,0,0
152162,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-17/,"Official Digital Zoning Map of July 1, 2010",Final,NC-17,Permits mixed-use development at a moderate to medium density with an emphasis on retail uses,HS-R/C-2-B,Neighborhood Mixed-Use Zone,,,0,0
152163,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-16/,"Official Digital Zoning Map of July 1, 2010",Final,NC-16,Permits mixed-use development at a moderate density with an emphasis on retail uses,HS-R/C-2-A,Neighborhood Mixed-Use Zone,,,0,0
152164,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-15/,Made amedments to add lots based on ZC 10-19 effective 12/09/2011,Final,NC-15,Permits mixed-use development at a medium density with an emphasis on employment and arts-realted uses,HS-A/C-3-A,Neighborhood Mixed-Use Zone,,,0,0
152204,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/mixed-use-uptown-arts/arts-4/,"Official Digital Zoning Map of July 1, 2010",Final,ARTS-4,Permits medium to high density mixed-use development with a balance of uses ,ARTS/CR,Special Purpose Zone,,,0,0
152205,http://handbook.dcoz.dc.gov/zones/residential-flat/RF-2/,"Official Digital Zoning Map of July 1, 2010",Final,RF-2,Provide for areas proximate to Dupont Circle predominately developed with attached Row Houses,DC/R-4,Residential Flat Zone,,,0,0
152206,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/capitol-gateway/cg-6/,Order No 971,Final,CG-5,Permits medium density mixed-use development in the vicinity of the Anacostia River waterfront,CG/W-2,Special Purpose Zone,,,0,0
152207,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/mixed-use-uptown-arts/arts-3/,"Official Digital Zoning Map of July 1, 2010",Final,ARTS-3,Permits medium density mixed-use development with a focus on employment,ARTS/C-3-A,Special Purpose Zone,,,0,0
152096,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-16/,"Fixed Mapping Error on March 2, 2012 between lots 20 and 111 in Square 0157",Final,MU-16,Permits medium density development with an emphasis on residential uses,DC/SP-2,Mixed-Use Zone,,,0,0
152097,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-21/,"Official Digital Zoning Map of July 1, 2010",Final,MU-21,Permits high density mixed-use development with an emphasis on employment,DC/C-3-C,Mixed-Use Zone,,,0,0
152098,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/reed-cooke/rc-3/,"Official Digital Zoning Map of July 1, 2010",Final,RC-3,"Permits medium density, compact mixed use development with an emphasis on residential development",RC/C-2-B,Special Purpose Zone,,,0,0
152099,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/reed-cooke/rc-3/,"Official Digital Zoning Map of July 1, 2010",Final,RC-3,"Permits medium density, compact mixed use development with an emphasis on residential development",RC/C-2-B,Special Purpose Zone,,,0,0
152100,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-17/,"Official Digital Zoning Map of July 1, 2010",Final,MU-17,Permits moderate density mixed use development,DC/C-2-A,Mixed-Use Zone,,,0,0
152167,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-10/,"Official Digital Zoning Map of July 1, 2010",Final,NC-10,Permits mixed-use development at a moderate to medium density with an emphasis on residential uses,HS-H/C-2-B,Neighborhood Mixed-Use Zone,,,0,0
152168,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-11/,"Official Digital Zoning Map of July 1, 2010",Final,NC-11,Permits mixed-use development at a medium density with an emphasis on residential uses,HS-H/C-2-C,Neighborhood Mixed-Use Zone,,,0,0
152165,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-13/,"Official Digital Zoning Map of July 1, 2010",Final,NC-13,Permits mixed-use development at a medium density with an emphasis on residential uses,HS-H/C-3-B,Neighborhood Mixed-Use Zone,,,0,0
152166,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-12/,"Official Digital Zoning Map of July 1, 2010",Final,NC-12,Permits mixed-use development at a medium density with an emphasis on residential uses,HS-H/C-3-A,Neighborhood Mixed-Use Zone,,,0,0
152227,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152228,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152226,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152229,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152101,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-10/,"Fixed Mapping Error on March 2, 2012 between lots 20 and 111 in Square 0157",Final,RA-10,Permits high-density apartments in Dupont Circle,DC/R-5-E,Residential Apartment Zone,,,0,0
152102,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-10/,"Correction made on Feb 29, 2012 to match DCGIS Baist Map",Final,RA-10,Permits high-density apartments in Dupont Circle,DC/R-5-E,Residential Apartment Zone,,,0,0
152169,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-9/,"Official Digital Zoning Map of July 1, 2010",Final,NC-9,Permits mixed-use development at a moderate density with an emphasis on residential uses,HS-H/C-2-A,Neighborhood Mixed-Use Zone,,,0,0
152170,http://handbook.dcoz.dc.gov/zones/residential/R-13/,"Fixed Zoning Error to Case No. 87-34, 04/01/2011; Fixed mapping error in Square 1300 on April 20, 2012",Final,R-13,"Permits single household attached rowhouses on small lots, mingled with detached and semi-detached houses",NO/R-3,Residential Zone,,,0,0
152171,http://handbook.dcoz.dc.gov/zones/residential/R-13/,"Fixed Zoning Error to Case No. 87-34, 04/01/2011",Final,R-13,"Permits single household attached rowhouses on small lots, mingled with detached and semi-detached houses",NO/R-3,Residential Zone,,,0,0
152172,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-14/,ZC 10-19 effective 12/09/2011,Final,NC-14,Permits mixed-use development at a moderate density with an emphasis on arts and arts-related uses,HS-A/C-2-A,Neighborhood Mixed-Use Zone,,,0,0
152208,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/capitol-gateway/cg-2/,"Official Digital Zoning Map of July 1, 2010",Final,CG-2,Permits medium-density mixed-use development with a focus on residential use,CG/C-2-C,Special Purpose Zone,,,0,0
152209,http://handbook.dcoz.dc.gov/zones/residential-flat/RF-2/,"Official Digital Zoning Map of July 1, 2010",Final,RF-2,Provide for areas proximate to Dupont Circle predominately developed with attached Row Houses,DC/R-4,Residential Flat Zone,,,0,0
152210,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-9/,"Official Digital Zoning Map of July 1, 2010",Final,RA-9,Permits medium to high-desnity apartments in Dupont Circle,DC/R-5-D,Residential Apartment Zone,,,0,0
152103,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-20/,"Correction made on Feb 29, 2012 for a wrongly drawn segment in Square 92 Parcel 64",Final,MU-20,Permits medium density mixed-use development with an emphasis on employment,DC/C-3-B,Mixed-Use Zone,,,0,0
152104,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/reed-cooke/rc-3/,"Official Digital Zoning Map of July 1, 2010",Final,RC-3,"Permits medium density, compact mixed use development with an emphasis on residential development",RC/C-2-B,Special Purpose Zone,,,0,0
152173,http://handbook.dcoz.dc.gov/zones/neighborhood-mixed-use/nc-14/,"Official Digital Zoning Map of July 1, 2010",Final,NC-14,Permits mixed-use development at a moderate density with an emphasis on arts and arts-related uses,HS-A/C-2-A,Neighborhood Mixed-Use Zone,,,0,0
152174,http://handbook.dcoz.dc.gov/zones/residential/R-14/,"Fixed Zoning Boundary to match DCGIS Baist Map on March 14, 2012",Final,R-14,Permits detached houses on large lots,WH/R-1-A,Residential Zone,,,0,0
152175,http://handbook.dcoz.dc.gov/zones/downtown/d-6/,Created by ZC # 12-07 on 2/20/2013,Final,D-6,Permits high-density commercial and residential development,DD/C-4,Downtown Zone,,,0,0
152176,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/mixed-use-uptown-arts/arts-3/,Fixed Topology Error 11/18/13,Final,ARTS-3,Permits medium density mixed-use development with a focus on employment,ARTS/C-3-A,Special Purpose Zone,,,0,0
152177,http://handbook.dcoz.dc.gov/,"Fixed Topology Errors 11/05/13, Fixed Error Baist Book - Sq 1194 and Sq  1214, 7/8/14",Final,UNZONED,,UNZONED,Unzoned,,,0,0
152178,http://handbook.dcoz.dc.gov/,"Fixed Topology Errors 11/05/13, Fixed Error Baist Book - Sq 1194 and Sq  1214, 7/8/14",Final,UNZONED,,UNZONED,Unzoned,,,0,0
152179,http://handbook.dcoz.dc.gov/,"Fixed Topology Errors 11/05/13, Fixed Error Baist Book - Sq 1194 and Sq  1214, 7/8/14",Final,UNZONED,,UNZONED,Unzoned,,,0,0
152230,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152231,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152232,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152233,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152234,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152105,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/reed-cooke/rc-1/,"Official Digital Zoning Map of July 1, 2010",Final,RC-1,Permits moderate and medium-density rowhouses and apartments,RC/R-5-B,Special Purpose Zone,,,0,0
